student_id,student_name,exam_id,exam_name,department,hall_name,seat_number,exam_date,exam_time,qr_code_id
STU0188,James Baker,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-D,D-2-1,2025-01-25,09:30,QR-STU0188
STU0189,Kevin Thomas,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-D,D-2-2,2025-01-25,09:30,QR-STU0189
STU019,Student 19,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-D,D-2-3,2025-01-25,09:30,QR-STU019
STU0190,Robert Nelson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-D,D-2-4,2025-01-25,09:30,QR-STU0190
STU0191,Brian Brown,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-D,D-2-5,2025-01-25,09:30,QR-STU0191
STU0192,Michael Rodriguez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-D,D-3-1,2025-01-25,09:30,QR-STU0192
STU0193,Barbara Harris,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-D,D-3-2,2025-01-25,09:30,QR-STU0193
STU0194,Melissa Anderson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-D,D-3-3,2025-01-25,09:30,QR-STU0194
STU0195,Mary Flores,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-D,D-3-4,2025-01-25,09:30,QR-STU0195
STU0196,Michael Thomas,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-D,D-3-5,2025-01-25,09:30,QR-STU0196
STU0197,James Gonzalez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-D,D-4-1,2025-01-25,09:30,QR-STU0197
STU0198,David Green,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-D,D-4-2,2025-01-25,09:30,QR-STU0198
STU0199,Nancy Lee,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-D,D-4-3,2025-01-25,09:30,QR-STU0199
STU020,Student 20,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-D,D-4-4,2025-01-25,09:30,QR-STU020
STU0200,Linda Adams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-D,D-4-5,2025-01-25,09:30,QR-STU0200
STU0201,Christopher Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-D,D-5-1,2025-01-25,09:30,QR-STU0201
STU0202,Sarah Flores,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-D,D-5-2,2025-01-25,09:30,QR-STU0202
STU0203,Emily Taylor,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-D,D-5-3,2025-01-25,09:30,QR-STU0203
STU0204,Jessica Brown,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-D,D-5-4,2025-01-25,09:30,QR-STU0204
STU0205,Donald Sanchez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-D,D-5-5,2025-01-25,09:30,QR-STU0205
STU0206,Edward Rivera,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-D,D-6-1,2025-01-25,09:30,QR-STU0206
STU0207,Karen Allen,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-D,D-6-2,2025-01-25,09:30,QR-STU0207
STU0208,Andrew Smith,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-D,D-6-3,2025-01-25,09:30,QR-STU0208
STU0209,Brian Brown,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-D,D-6-4,2025-01-25,09:30,QR-STU0209
STU021,Student 21,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-D,D-6-5,2025-01-25,09:30,QR-STU021
STU0210,Margaret Anderson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-D,D-7-1,2025-01-25,09:30,QR-STU0210
STU0211,Jeffrey Walker,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-D,D-7-2,2025-01-25,09:30,QR-STU0211
STU0212,Mark Allen,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-D,D-7-3,2025-01-25,09:30,QR-STU0212
STU0213,Kenneth Thomas,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-D,D-7-4,2025-01-25,09:30,QR-STU0213
STU0214,Melissa Lopez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-D,D-7-5,2025-01-25,09:30,QR-STU0214
STU0215,Mark Rivera,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-D,D-8-1,2025-01-25,09:30,QR-STU0215
STU0216,Andrew Green,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-D,D-8-2,2025-01-25,09:30,QR-STU0216
STU0217,Donna Allen,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-D,D-8-3,2025-01-25,09:30,QR-STU0217
STU0218,Donna King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-D,D-8-4,2025-01-25,09:30,QR-STU0218
STU0219,Paul Taylor,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-D,D-8-5,2025-01-25,09:30,QR-STU0219
STU022,Student 22,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-D,D-9-1,2025-01-25,09:30,QR-STU022
STU0220,Barbara Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-D,D-9-2,2025-01-25,09:30,QR-STU0220
STU0221,Lisa Miller,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-D,D-9-3,2025-01-25,09:30,QR-STU0221
STU0222,Jane Ramirez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-D,D-9-4,2025-01-25,09:30,QR-STU0222
STU0223,Elizabeth King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-D,D-9-5,2025-01-25,09:30,QR-STU0223
STU0224,Amanda Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-D,D-10-1,2025-01-25,09:30,QR-STU0224
STU0225,John Martin,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-D,D-10-2,2025-01-25,09:30,QR-STU0225
STU0226,Daniel Lee,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-D,D-10-3,2025-01-25,09:30,QR-STU0226
STU0227,Amanda Wright,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-D,D-10-4,2025-01-25,09:30,QR-STU0227
STU0228,George Jackson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-D,D-10-5,2025-01-25,09:30,QR-STU0228
STU0229,David Torres,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-E,E-1-1,2025-01-25,09:30,QR-STU0229
STU023,Student 23,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-E,E-1-2,2025-01-25,09:30,QR-STU023
STU0230,Elizabeth Rivera,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-E,E-1-3,2025-01-25,09:30,QR-STU0230
STU0231,Emily Clark,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-E,E-1-4,2025-01-25,09:30,QR-STU0231
STU0232,Carol Martin,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-E,E-1-5,2025-01-25,09:30,QR-STU0232
STU0233,Brian Perez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-E,E-2-1,2025-01-25,09:30,QR-STU0233
STU0234,Brian Green,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-E,E-2-2,2025-01-25,09:30,QR-STU0234
STU0235,Sandra Sanchez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-E,E-2-3,2025-01-25,09:30,QR-STU0235
STU0236,Mark Ramirez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-E,E-2-4,2025-01-25,09:30,QR-STU0236
STU0237,Sandra Williams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-E,E-2-5,2025-01-25,09:30,QR-STU0237
STU0238,Margaret Nelson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-E,E-3-1,2025-01-25,09:30,QR-STU0238
STU0239,John Hall,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-E,E-3-2,2025-01-25,09:30,QR-STU0239
STU024,Student 24,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-E,E-3-3,2025-01-25,09:30,QR-STU024
STU0240,John Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-E,E-3-4,2025-01-25,09:30,QR-STU0240
STU0241,Jessica Hill,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-E,E-3-5,2025-01-25,09:30,QR-STU0241
STU0242,Timothy Clark,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-E,E-4-1,2025-01-25,09:30,QR-STU0242
STU0243,Elizabeth King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-E,E-4-2,2025-01-25,09:30,QR-STU0243
STU0244,Daniel Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-E,E-4-3,2025-01-25,09:30,QR-STU0244
STU0245,Patricia Lee,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-E,E-4-4,2025-01-25,09:30,QR-STU0245
STU0246,Jeffrey Campbell,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-E,E-4-5,2025-01-25,09:30,QR-STU0246
STU0247,Sarah Hill,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-E,E-5-1,2025-01-25,09:30,QR-STU0247
STU0248,Anthony Nguyen,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-E,E-5-2,2025-01-25,09:30,QR-STU0248
STU0249,Jason Ramirez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-E,E-5-3,2025-01-25,09:30,QR-STU0249
STU025,Student 25,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-E,E-5-4,2025-01-25,09:30,QR-STU025
STU0250,Betty King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-E,E-5-5,2025-01-25,09:30,QR-STU0250
STU0251,Robert Davis,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-E,E-6-1,2025-01-25,09:30,QR-STU0251
STU0252,Margaret Robinson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-E,E-6-2,2025-01-25,09:30,QR-STU0252
STU0253,Kevin Nelson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-E,E-6-3,2025-01-25,09:30,QR-STU0253
STU0254,Matthew Hernandez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-E,E-6-4,2025-01-25,09:30,QR-STU0254
STU0255,Daniel Brown,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-E,E-6-5,2025-01-25,09:30,QR-STU0255
STU0256,Timothy Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-E,E-7-1,2025-01-25,09:30,QR-STU0256
STU0257,Sandra Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-E,E-7-2,2025-01-25,09:30,QR-STU0257
STU0258,Joshua Sanchez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-E,E-7-3,2025-01-25,09:30,QR-STU0258
STU0259,Ashley Hernandez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-E,E-7-4,2025-01-25,09:30,QR-STU0259
STU026,Student 26,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-E,E-7-5,2025-01-25,09:30,QR-STU026
STU0260,Amanda Ramirez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-E,E-8-1,2025-01-25,09:30,QR-STU0260
STU0261,Matthew Robinson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-E,E-8-2,2025-01-25,09:30,QR-STU0261
STU0262,Ashley Garcia,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-E,E-8-3,2025-01-25,09:30,QR-STU0262
STU0263,Jane Davis,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-E,E-8-4,2025-01-25,09:30,QR-STU0263
STU0264,Melissa Hill,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-E,E-8-5,2025-01-25,09:30,QR-STU0264
STU0265,Betty Campbell,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-E,E-9-1,2025-01-25,09:30,QR-STU0265
STU0266,Patricia Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-E,E-9-2,2025-01-25,09:30,QR-STU0266
STU0267,Margaret Scott,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-E,E-9-3,2025-01-25,09:30,QR-STU0267
STU0268,Jennifer Rivera,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-E,E-9-4,2025-01-25,09:30,QR-STU0268
STU0269,Brian Robinson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-E,E-9-5,2025-01-25,09:30,QR-STU0269
STU027,Student 27,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-E,E-10-1,2025-01-25,09:30,QR-STU027
STU0270,Patricia Harris,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-E,E-10-2,2025-01-25,09:30,QR-STU0270
STU0271,John Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-E,E-10-3,2025-01-25,09:30,QR-STU0271
STU0272,Susan Hall,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-E,E-10-4,2025-01-25,09:30,QR-STU0272
STU0273,Michael King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-E,E-10-5,2025-01-25,09:30,QR-STU0273
STU0274,Emily Brown,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-F,F-1-1,2025-01-25,09:30,QR-STU0274
STU0275,Michelle Williams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-F,F-1-2,2025-01-25,09:30,QR-STU0275
STU0276,Anthony Thomas,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-F,F-1-3,2025-01-25,09:30,QR-STU0276
STU0277,Nancy Rivera,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-F,F-1-4,2025-01-25,09:30,QR-STU0277
STU0278,Susan Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-F,F-1-5,2025-01-25,09:30,QR-STU0278
STU0279,Nancy Carter,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-F,F-2-1,2025-01-25,09:30,QR-STU0279
STU028,Student 28,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-F,F-2-2,2025-01-25,09:30,QR-STU028
STU0280,Timothy Harris,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-F,F-2-3,2025-01-25,09:30,QR-STU0280
STU0281,Anthony Lewis,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-F,F-2-4,2025-01-25,09:30,QR-STU0281
STU0282,Timothy Sanchez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-F,F-2-5,2025-01-25,09:30,QR-STU0282
STU0283,Jeffrey Perez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-F,F-3-1,2025-01-25,09:30,QR-STU0283
STU0284,Michael Green,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-F,F-3-2,2025-01-25,09:30,QR-STU0284
STU0285,James Campbell,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-F,F-3-3,2025-01-25,09:30,QR-STU0285
STU0286,Donna King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-F,F-3-4,2025-01-25,09:30,QR-STU0286
STU0287,Donna Lewis,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-F,F-3-5,2025-01-25,09:30,QR-STU0287
STU0288,John Jones,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-F,F-4-1,2025-01-25,09:30,QR-STU0288
STU0289,Amanda Torres,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-F,F-4-2,2025-01-25,09:30,QR-STU0289
STU029,Student 29,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-F,F-4-3,2025-01-25,09:30,QR-STU029
STU0290,Robert Moore,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-F,F-4-4,2025-01-25,09:30,QR-STU0290
STU0291,Kimberly Martin,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-F,F-4-5,2025-01-25,09:30,QR-STU0291
STU0292,Amanda Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-F,F-5-1,2025-01-25,09:30,QR-STU0292
STU0293,Joshua Lewis,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-F,F-5-2,2025-01-25,09:30,QR-STU0293
STU0294,William Williams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-F,F-5-3,2025-01-25,09:30,QR-STU0294
STU0295,Margaret Perez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-F,F-5-4,2025-01-25,09:30,QR-STU0295
STU0296,Carol Mitchell,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-F,F-5-5,2025-01-25,09:30,QR-STU0296
STU0297,Ashley Moore,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-F,F-6-1,2025-01-25,09:30,QR-STU0297
STU0298,Mary Walker,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-F,F-6-2,2025-01-25,09:30,QR-STU0298
STU0299,Donna Rivera,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-F,F-6-3,2025-01-25,09:30,QR-STU0299
STU030,Student 30,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-F,F-6-4,2025-01-25,09:30,QR-STU030
STU0300,Anthony Campbell,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-F,F-6-5,2025-01-25,09:30,QR-STU0300
STU0301,Brian Smith,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-F,F-7-1,2025-01-25,09:30,QR-STU0301
STU0302,Joshua Green,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-F,F-7-2,2025-01-25,09:30,QR-STU0302
STU0303,Christopher Mitchell,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-F,F-7-3,2025-01-25,09:30,QR-STU0303
STU0304,Melissa Adams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-F,F-7-4,2025-01-25,09:30,QR-STU0304
STU0305,Jane Rodriguez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-F,F-7-5,2025-01-25,09:30,QR-STU0305
STU0306,Jane Jones,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-F,F-8-1,2025-01-25,09:30,QR-STU0306
STU0307,Daniel Hall,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-F,F-8-2,2025-01-25,09:30,QR-STU0307
STU0308,Andrew Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-F,F-8-3,2025-01-25,09:30,QR-STU0308
STU0309,Jennifer Ramirez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-F,F-8-4,2025-01-25,09:30,QR-STU0309
STU031,Student 31,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-F,F-8-5,2025-01-25,09:30,QR-STU031
STU0310,Nancy Lee,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-F,F-9-1,2025-01-25,09:30,QR-STU0310
STU0311,Jeffrey Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-F,F-9-2,2025-01-25,09:30,QR-STU0311
STU0312,Mary Perez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-F,F-9-3,2025-01-25,09:30,QR-STU0312
STU0313,Melissa Wright,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-F,F-9-4,2025-01-25,09:30,QR-STU0313
STU0314,David Hall,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-F,F-9-5,2025-01-25,09:30,QR-STU0314
STU0315,Mark Clark,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-F,F-10-1,2025-01-25,09:30,QR-STU0315
STU0316,Steven Williams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-F,F-10-2,2025-01-25,09:30,QR-STU0316
STU0317,Margaret Hall,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-F,F-10-3,2025-01-25,09:30,QR-STU0317
STU0318,Amanda Wright,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-F,F-10-4,2025-01-25,09:30,QR-STU0318
STU0319,Sandra Jones,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-F,F-10-5,2025-01-25,09:30,QR-STU0319
STU032,Student 32,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-G,G-1-1,2025-01-25,09:30,QR-STU032
STU0320,Melissa Smith,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-G,G-1-2,2025-01-25,09:30,QR-STU0320
STU0321,Jennifer Lopez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-G,G-1-3,2025-01-25,09:30,QR-STU0321
STU0322,Karen Rodriguez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-G,G-1-4,2025-01-25,09:30,QR-STU0322
STU0323,Linda Rodriguez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-G,G-1-5,2025-01-25,09:30,QR-STU0323
STU0324,Elizabeth Martinez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-G,G-2-1,2025-01-25,09:30,QR-STU0324
STU0325,Mark Moore,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-G,G-2-2,2025-01-25,09:30,QR-STU0325
STU0326,Patricia Anderson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-G,G-2-3,2025-01-25,09:30,QR-STU0326
STU0327,Mary Martinez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-G,G-2-4,2025-01-25,09:30,QR-STU0327
STU0328,Margaret Adams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-G,G-2-5,2025-01-25,09:30,QR-STU0328
